,Tweet
171, : HOW TO WRITE IN  FOR PRESIDENT OF THE UNITED STATES: 
172,PEOLE TRIED TO TALK ME OUT OF RUNNING FOR PRESIDENT... NEVER LET WEAK CONTROLLING PEOPLE KILL YOUR SPIRI
173,GET THE WEST WING READY !!! ... this is how I felt when I saw that Kentucky pole result 🌎🌍🌏🪐💫☄️💥🔥🇺🇸 
174,👀 
175,Thai horn melon 
176,"My condolences to the family and the people of Manchester, Tennessee who lost their dedicated Mayor, Lonnie Norman to COVID-"
177,EARLY VOTING STARTS TODAY IN KENTUCKY     VOTE KANYE     
178,Friends writing me in ⛷ 
179,"I stand with my Nigerian brothers and sisters to end police brutality, the government must answer to the peoples cries #EndPoliceBrutalityinNigeria"
180, we stepping out on faith 
181, : 🤯 
182, we stepping out on faith 
183,I love UZI I be saying the same thing about Steve Jobs I be feeling just like UZI
184,Black babies lives matter  black children are aborted daily 👀
185,Would love to go on Joe Rogan’s podcast LIVE this week I have my team trying to get your number Joe I’m in Calabassas Let’s do this my friend ⛷ 
186,Congratulations to the LA Lakers on winning the NBA championship!! Kobe‘s and Gigi’s spirit are alive and I know they’re smiling down on us. LeBron you told us you would win this championship for Kobe and you didn’t let our boy down. 🕊🕊 
187,.mov
188,Friends writing me in 🕊 
189,KANYE  VISION PURPLE HAT SOLD THE MOST BY FAR PRAISE GOD THANKS YOU GUYS FOR YOUR SUPPORT 
190,You think the Yankees might need Jesus tonight ? 
191,"From $ million in debt to a net worth of $ billion in  years. Thank you, Jesus. I know I fall short, but I repent. I am fully in service to our Lord and Savior Jesus Christ. We are building schools of the future. Thank God for providing the increase. "
192, : Hoody Hoos!! We went from Hip Hop to creating and Selling our own Products!  We changing the Game. Salute a…
193,They had to get the merch first  
194,"My condolences to the family of fashion designer Kenzo Takada, who has recently passed away from COVID-"
195,"There’s a crying need for civility across the board.  We need to and will come together in the name of Jesus.
I’m praying for President Trump’s and Melania’s full recovery, just as I would for Joe and Jill Biden if they were stricken, as well as everyone else with COVID-"
196,Ameer Sudan in Atlanta 
197,Tes
198, Ameer Sudan made it to Atlanta 
199,Bron pass it to  
200,Bron pass it to  
201,Lamborghini light dinner 
202,Praying for Armenia Praying for Breonna Taylor’s family Praying for a world ravaged by the pandemic Praying for God’s love to cover us all Cover our friends and family soften the hearts of the world Thank you God for our lives. In Jesus name Amen
203,Praying for Armenia Praying for Breonna Taylor’s family Praying for a world ravaged by the pandemic Praying for Gods love to cover us all Cover our friends and family soften the hearts of the world Thank you God for our lives. In Jesus name Amen
204,Praying for Armenia Praying for Breonna Tayler’s family Praying for a world ravaged by the pandemic Praying for Gods love to cover us all Cover our friends and family soften the hearts of the world Thank you God for our lives. In Jesus name Amen
205,Praying for Armenia Praying for Breonna Tayler’s family Praying for a world ravaged by the pandemic Praying for Gods love to cover us all Cover our friends and family soften the hearts of the world Thank you God for our lives. In Jesus name amen
206,Praying for Armenia Praying for Breoona Tayler’s family Praying for a world ravaged by the pandemic Praying for Gods love to cover us all Cover our friends and family soften the hearts of the world Thank you God for our lives. In Jesus name amen
207,Praying for Armenia Praying for Breoona Taylers family Praying for a world ravaged by the pandemic Praying for Gods love to cover us all Cover our friends and family soften the hearts of the world Thank you God for our lives. In Jesus name amen
208,Dinner for  🕊 
209,Our queen speaking on the Matrix 
210,BELIEVE WHAT I SAY (snippet) 
211,"WE ARE HERE TO COMPLETE THE REVOLUTION
WE ARE ARE BUILDING THE FUTURE "
212,Haiti is where our people started the first revolution that freed us from slavery 
213,This is who we really are 
214,Ernesto Neto 
215,You guys like stuff ? 🦔 
216,Bowl 
217, hoodie 👀 
218,Pockets 
219,Color 
220,Food 
221,Concept 
222,🦈 
223,Bianca Saunders 
224,David Koma I liked this collection a lot 
225,⛷ 
226,Yum 
227,🦔 
228,🦡 
229,Noguchi 
230,HI GUYS ... DO YOU GUYS LIKE STUFF 🦈 
231,WHEN THE BLACK HEAD OF UNIVERSAL WONT SPEAK TO A BLACK ARTIST ABOUT FREEDOM ... THIS IS AMERICA IN  
232,I WONDER IF MARY HAS HER MASTERS🤔 
233,🙃 
234,GOOD MORNING VINCENT ⛷ 
235,GOOD MORNING GUYS ⛷ 
236,Joel Katz and Ameer Sudan 
237,Mood 
238,Apparently Jeff Harleston is very hurt and frustrated Now he knows how all us artist feel Isn’t he the head of artist relations or something in that vein How could he be told to not speak to me at a time like this But he would speak to Joel 🤔
239,My brothers  and Dave Chappelle called me to support 
240,I’M CHANGING THE THINGS I CAN’T CHANGE 
241,JAMES LINDSAY IS THE MOST IMPORTANT AND POWERFUL ENTREPRENEUR IN THE WORLD ... HE DON’T GOT TO BEG TO BE ON BOARDS SEATS HE MADE HIS OWN JAMES IS TRULY FREE 
242,My first pillar when I’m on the board of adidas will be an adidas Nike collaboration to support community growth
243,I WATCH BLADERUNNER ON REPEAT 
244,DENIS VILLENEUVE 
245,WE WILL BE RECOGNIZED
246,⛷ 
247,I’M NOT RELEASING NOTHING ON GAP TILL I’M ON THE BOARD
248,I’M WEARING JORDANS TILL I’M ON THE BOARD OF ADIDAS ⛷
249, : Next to Kobe and Shaq. This might be my favorite du
250,🤔 
251,LAQUAN SMITH AND HYPE WILLIAMS 
252,LAQUAN SMITH AND HYPE WILLIAMS 
253,LAQUAN SMITH AND HYPE WILLIAMS 
254,Laquan Smith and Hype Williams 
255,Sci Fi 
256,Now let’s have Universal match me 
257,I’m giving all Good music artist back the % share I have of their masters
258,YZY Farm to table ⛷ it’s a good start 
259,WE MUST FORM A UNION WE MUST UNIFY 
260,Neil Young basically has his own Spotify 
261,My mama was a’ English teacher I know how to use correct English But Sometimes I just don’t feel like it aaaand I ain’t got to ⛷
262,I believe Master P and Uncle Luke we’re fully independent They pressed they own viny
263,Been trying to connect with Master P and Baby I’ve always felt they understood how to be independen
264,WINNING IS THE ONLY OPTION
265,Getting our simplified DONDA gardens together No squash 🤷🏾‍♂️ aaaaand definitely no broccoli 🤣 
266,🕊 
267,⛷ 
268,YZY DESIGN MEETING WITH MARK MINER AND RANDAL YARBOROUGH 
269,THE LAST POST SHOWING THE BOLLORE BOARD WAS MISSING PHOTOS ... HERE GOES EVERYONE ⛷ 
270,AND MY SUPER DUPER POOPER SCOOPER STAR SHIP TROOPER BEST FRIENDS AT BOLLORE 😊 
271,MY NEW FRIENDS AT VIVENDI 😊 
272,THESE ARE ALL GOING TO BE MY BEST FRIENDS SOME DAY 😊 UNIVERSAL 
273,Ma$e is right about that line ... I always felt funny about that line ... Ma$e is one of my favorite rappers and I based a lot of my flows off of him ... I’m the king of “ooh can I get away with this bars” so I reap what I sow when the next generation does the same to m
274,There are  main pillars in a professional musicians business Recording Publishing Touring Merchandise & Name and likeness
275,"There are  main pillars in a professional musicians business Publishing
Recording Touring Merchandise Name and likeness"
276,"This is a call for all artist to unify ... I will get my masters , I got the most powerful lawyer in music and I can afford them but every artist must be freed and treated fairly"
277,". PORTALS
Are not just for royalties. They are for your entire business.  Every audio file, every asset, every deal stored WITH the money. Money and Music must stay together. When your term ends, download it all. Leav"
278,"It sounds basic and logical but t does NOT exist. They focus on top earners and ZERO look at the  stores…. Only the top few. Artists are global. That’s why their contract territory says GLOBAL
Royalty department in EVERY label. No more separating finance teams from the music"
279,". ROYALTIES
Again back to dependents. You need a business manager to read how you did? So you pay to see your money!!! NO MORE.
Royalty portals need to show (and do not now)
Every song you delivered
Every store you are in
How many streams per song
Income per son"
280,". ADVANCES ARE JUST LOANS!!
On Artists re-signing these stop. Advances are Loans with % interest rates (or worse). NO other business in the world takes a look at the business, buys shares, starts to profit when it profits. Record Companies have to buy into you, not loan you"
281,UMG now has a . billion share holding stake in Spotify. This is the artists. The system as to how we get share balances on our royalty statement needs to be created and a system on when Artists can cash in
282,NO MORE blanket licenses. It should be clear from day one… what shares you get NOW and when you leave. If your song helps a deal over the line you invested in that store / app same as they did
283,". EQUITY & BLANKET LICENSES ARE THE MAJORITY OF FUTURE NEW INCOME.
If you’re with a major you have invested your ‘songs’ as shares in their power to get equity and deals. Almost ALL new deals now are based on ALL songs going to a store or app. The equity is the Artists"
284,". LAWYERS
the first thing that changes about Record Deals is actually lawyers.
We need Plain English contracts. A Lawyers role is to IMPROVE deals…. not charge for contracts we cannot understand or track. Re-write deals to be understandable from FIRST READ"
285,". DEPENDANTS
Artists must be dependent on no one but themselves to manage their catalog. You should need NO ONE else to understand the business you’re in"
286,. The record label / publisher is a service provider that receives a share of the income for a limited term. The split can be / in the artists fav
287,. The artist owns the copyright in the recordings and songs and leases them to the record label / publisher for a limited term.  year deals
288,NEW RECORDING AND PUBLISHING DEAL GUIDELINES
289,"Two years ago we had  million people subscribed to music streaming services around the world. Today we have  million.  x growth. By the end of this year we will have  million. By the end of the decade we’ll have  billion as projected by J.P. Morgan, Goldman Sachs etc"
290,Speaking Biggs now ... I shouldn’t have said anything about Puma publicly ... I apologize to Emory and Jay and the entire Puma c
291,STEVE RIFKIND PULLING UP TO CHANGE THE MUSIC GAME FOREVER 
292,YEEZY CHRISTIAN ACADEMY  
293,GREATNESS IN THE MAKING 
294,WE’RE GONIG TO TRANSPARENTLY CHANGE EVERY ALBUM DEAL EVERY PUBLISHING DEAL EVERY MERCH DEAL EVERY TOURING DEAL EXCEPT FOR DRAKE’S DEALS 🤣 JUST KIDDING ... I LOVE DRAKE TOO ... ALL ARTIST MUST BE FREE
295,WE’RE GONIG TO TRANSPARENTLY CHANGE EVERY ALBUM DEAL EVERY PUBLISHING DEAL EVERY MERCH DEAL TOURING DEAL EXCEPT FOR DRAKE’S DEALS 🤣 JUST KIDDING ... I LOVE DRAKE TOO ... ALL ARTIST MUST BE FREE
296,WE’RE GOING TO MOVE THE ENTIRE MUSIC INDUSTRY INTO THE  CENTURY
297,CULTURE IS THE MOST POWERFUL FORCE IN HUMANITY UNDER GOD
298,I’M GOING TO PERSONALLY SEE TO IT THAT TAYLOR SWIFT GETS HER MASTERS BACK. SCOOTER IS A CLOSE FAMILY FRIEND
299, THANK YOU FOR RAPPING ON THE DR DRE REMIX OF USE THIS GOSPEL I HAVW ALWAYS LOVED AND RESPECTED YOU AND IM HONORED TO HAVE YOU BLESS THIS SONG ... ITS ALSO NORTH WEST’S FAVORITE KANYE WEST SONG OF ALL TIME
300, Thank you for rapping on the Dr Dre remix of my daughter’s favorite song of mine USE THIS GOSPEL
301,A CREED FOR ALL WARRIORS WHO FIGHT IN THE NAME OF JESUS TO PROTECT OUR CHILDREN AT ALL COST WE ARE NOT AFRAID OF DEATH WE ARE NOT AFRAID OF HUMILIATION WE ARE NOT AFRAID BANKRUPTCIES WE ONLY FEAR GOD
302,YEEZY CHRISTIAN ACADEMY ... JESUS IS SO GOOD ... WON’T HE DO IT 
303,I am the head of adidas ... I will bring adidas and puma back together and bring me and jay back together ... all pumas designs are embarrassingly trash but I will personally design puma and adidas and make everything ok
304,HA HA I GOT MY TWITTER BACK ⛷
305,FREE HOOVER 
306,FREE SHUG 
307,I am the new head of adidas I will make sure all shoes have no laces as Run DMC told me to do ... look natural ... no laces
308,I am the new head of adidas I will make all shoes have no laves as RunDMC told me to do ... look ma ... no laces
309,A CREED FOR ALL WARRIORS WHO FIGHT IN THE NAME OF GOD TO PROTECT OUR CHILDREN AT ALL COST WE ARE NOT AFRAID OF DEATH WE ARE NOT AFRAID OF HUMILIATION WE ARE NOT AFRAID BANKRUPTCIES WE ONLY FEAR GOD
310,Universal. Sold ten cent a Chinese co  per cent at a  billion dollar valuation. Principal is Vincent bollerre. Universal own a chunk of Spotify that was given to them for agreeing to license artists masters. Flowed through nothing to artists
311,NORTHY I AM GOING TO WAR AND PUTTING MY LIFE ON THE LINE AND IF I AM MURDERED DON’T EVER LET WHITE MEDIA TELL YOU I WASNT A GOOD MAN... WHEN PEOPLE THREATEN TO TAKE YOU OUT OF MY LIFE JUST KNOW I LOVE YOU 
312,GOOD MORNING MUSIC WORLD ... THESE ARE  OF THE MOST POWERFUL AND KNOWLEDGEABLE PEOPLE IN MUSIC ... ALL NEGOTIATIONS WILL BE TRANSPARENT... ARTIST WILL OWN OWN OWN MASTERS 
313,we will change the paradigm
314,Don’t let the system pit us against each other ... JAY IS MY BROTHER ... I have eternal love for all artist that have been through and are still trapped this crooked system. Jay still doesn’t get his own masters back for ten years. I will see to it that we all get our masters 
315,Artist are founders
316,DIAMONDS UP 
317,WE’VE NEVER SEEN ANYTHING LIKE THIS BEFORE ... LOOK HOW ALL THE ARTIST STOOD UP PRAISE GOD MY BROTHERS ITS TIME FOR FREEDOM KEEP PRAYING
318,First tweet back ... without the phone number 🤣 
319,"% of the record contracts on the planet are still on a royalty A standard record deal is a trap to NEVER have you recoup, and there’s all these hidden costs like the “distribution fees” many labels put in their contracts to make even more money off our work without even tryin"
320,ONLY MUSEUM QUALITY BOYS 
321,HI GUYS ... TRUST ME WE WILL NOT STOP ... HITBOY FIRST TO STAND UP ... I DIDN’T HAVE A PROBLEM WITH HIM PRODUCING FOR BEYONCÉ ... I HAD A PROBLEM WITH THE FACT HE WAS SIGNED TO ME AND I DIDN’T KNOW BUT I KNEW JAY AND BEYONCÉ AND HIT-BOY ... JUST FOR CLARITY
322,HI GUYS ... TRUST ME WE WILL NOT STOP ... HITBOY FIRST TO STAND UP ... I DIDN’T HAVE A PROBLEM WITH HIM PRODUCING FOR BEYONCÉ ... I HAD A PROBLEM WITH THE FACF HE WAS SIGNED TO ME AND I DIDN’T KNOW BUT I KNEW JAY AND BEYONCÉ AND HIT-BOY ... JUST FOR CLARITY
323,From HITBOY LETS GOOOOO 
324,In the spirit of my God father Irving and his best friend Rob
325,TRUST ME I WONT STOP UNTIL ALL IS FAIR TRUST ME FROM NAT YE AKA BABY PUTIN
326,If any of my fans want to call a white supremacist ... this is the editor of Forbes 
327,Trust me ... I WONT STOP 
328,Bono can I get a retweet Love you Paul can I get a retweet love you Drake Kendrick even Taylor We need you right noooooow ⛷
329,ALL THE MUSICIANS WILL BE FREE
330,I wonder if Universal gonna call me ... I promise I have more ideas ... I will not stop I PROMISE YOU ON GOD
331, This Is The Glory - .. Ye Edit.
332,Ok all music coming nex
333,Whew 😅 that was a lot guys 🤣
334,You guys it took me so long to screen grab all my contracts Here they a
335,Uh oooooh 👀 
336,This is what me Kanye West deal looks like today ... I PRAY IN THE NAME OF JESUS THAT IT DONT LOOK LIKE THIS TOMORROW 
337,THIS MOMENT IS GOING TO CHANGE THE MUSIC INDUSTRY FOR GOOD ... I FEEL SO HUMBLED AND BLESSED THAT GOD HAS PUT ME IN A STRONG ENOUGH POSITION TO DO THIS ... EVERYONE KEEP PRAYING ... ITS WORKING ... I AM ON MY KNEES THIS MORNING
338,I have to tweet page by page The PDF is not loading on
339,..-Amendment to Recording Agreement and Film Agreement.pdf
340,Here are my ten Universal contracts ... I need every lawyer in the world to look at thes
341,💩 this is my daughters favorite emoji... she’ll be able to do nothing but put emojis up for the rest of her life because my children will own my masters
342,Who made up the term major label in the first place??? 💩💩💩
343,I forgive everyone from the music industry that is involved with modern day slavery. Vengeance is only the lords
344,"Colossians :-
“Put on then, holy and beloved, compassionate hearts, kindness, humility, meekness, and patience, bearing with one another and, if one has a complaint against another, forgiving each other; as the Lord has forgiven you, so you also must forgiv"
