,Tweet
704,quilted velour angel wings 
705,Meg Webster sketch 
706,Vanessa Beecroft sketch 
707,"Closed on Sunday
World premiere
  "
708,reading from the book of Daniel 
709,Fam pulling up 
710,Vanessa Beecroft    
711,Ye and Dre Jesus is King Part II coming soon. 
712,Invite artwork by Nick Knight 
713,Invite: artwork by Nick Knight 
714,"""FOLLOW GOD""
 "
715,"FOLLOW GOD
 "
716,"“JESUS IS KING”
Sunday Service Experience
The Forum Los Angeles Today
 "
717,"“JESUS IS KING”
 "
718,"JESUS IS KING
SUNDAY SERVICE EXPERIENCE
NOON PT LIVESTREAM
 "
719,"JESUS IS KING
SUNDAY SERVICE EXPERIENCE
NOON PT LIVESTREAM
 "
720,"To my fans
Thank you for being loyal & patient
We are specifically fixing mixes on “Everything We Need” “Follow God” & “Water”  
 
We not going to sleep until this album is out!"
721,"“JESUS IS KING”
Midnight "
722,"“JESUS IS KING”
OCT  "
723,One of my favorite of many things about what the Trump hat represents to me is that people can’t tell me what to do because I’m black
724,Spoke with Joe Rogan Podcast coming soon🔥🔥🔥
725,From now on I’m performing with my mutherfucking hat on 🐉🐉🐉
726, :  
727,Love everyone Start the year clean Just be All lov
728, : Honestly felt like the TL needed this... words of wisdom from the wisest ✨✨✨✨ 
729, : Rolling into  with a line up of my favourite illustrations of  /// Thank you for always being an inspira…
730, : DOPE 
731, : Drake telling OVO fest that Kanye is his biggest Inspiration just Incase y’all needed more confirmation 
732, :  KANYE KANYE KANYE I WANNA FRAME KIDS SEE GHOSTS SHORT FILM POSTER NEXT 
733, : had to snap real quick ya feel me 
734, : My two  tattoos 
735, : We need a collab Mr West...😌 
736, :  my tattoos are a daily inspiration thank you for the greatness 
737, : My new bed spread tho #Famous 
738, : 
739, :  the process of greatness 
740, : 🐻   
741, : We are witnessing the greatest artist of all time in action 
742, :  LETS FUCKIN GOOOOO 
743, :  THANK YOU FOR HELPING REFORM MENTAL AND PHYSICAL PRISONS
744, : THE UNIVERSE IS ON OUR SIDE
745, : Happy Birthday Kanye 
746, : I’m speaking a KSG Tour into existence! 
747, : have too much talent to do that 
748, : Don C's Air Jordan  goes for gold. 🥇 
749, : Dragon energy 
750, : OUR YEAR 
751," : 





the year of freeeeeee . 🌍❤️"
752, :  President Kanye West and First Lady Kim Kardashian West 🔥🔥🔥🔥 RUN THAT SHIT!!!
753, :  YEEZUS JUST ROSE AGAIN
754, :  The year we finally achieve free thought and love for everyon
755, : Kids see ghosts! 
756," : WE GOT LOVE FOR
 back NO MATTER WHAT!
KANYE WEST FANS ARE FANS OF THEMSELVES!"
757, : YEEZUS JUST ROSE AGAIN
758, :  FREEEEEEEEEEE I FEEL FREEEEEEE
759, :  THANK YOU FOR BEING YOU YE WE LOVE U
760, :  Love you Kany
761,Free though
762, :   is gonna be OUR year ✊🏾
763, :  YOURE MY FAVORITE SUPERHERO SINCE I WAS BORN YOULL NEVER STOP BEING MY HERO BECAUSE YOU TAUGHT ME TO BELIEVE…
764, :  Steve Jobs mixed with Steve Austin
765, :  WE GOT LOVE FOR YOU FOREVER
766, : I’ll love Kanye forever fuck y’a
767, :  we are the futu
768, :  It’s the paradigm shift big b
769, :  Change the world with Lov
770, :  God firs
771, :  My  year old daughter wrote this the other day 
772, :  God bless you always 🙏🏻✨
773, :  GOD LOVES YOU
774, :  positives vibes only in 
775, :  That’s the God kind of love! Love everyone ❤️
776, : We will change the world. God is on my side. I am a Christian. I am a tax payer. I am myself. God is with us
777, :  WORLD LOVE
778, : Saint Pablo needed to be a sin
779, : 
780,We will change the world. God is on my side. I am a Christian. I am a tax payer. I am myself. God is with us
781,Love everyon
782, :  DRAGON ENERGY ALL LOVE
783, :  SAY WHAT YOU FEEL THATS WHAT YOU TAUGHT ME
784, :  Always be you Kanye! Fuck what everyone else thinks! Always be you
785, :  That’s why I look up to you
786, :  Freedom is key
787,Blacks are % Democrats That sounds like control to me 🤔
788,They will not program m
789, :  Be yourself no matter wha
790, :  DRAGON ENERGY
791,Just so in  you know where I stand
792,🐉🐉🐉
793,Trump all day
794," : Here's an art of my idol, Ye (inspired my wolves video)   "
795, : NEW: YE MUST BE BORN AGAIN ' HOODED SWEATSHIRT 
796, : This might not help but... 
797," : Stunning video captures meteorological phenomenon known as cloud iridescence, which painted the sky above Ribeirao Claro…"
798, : Yosemite National Park is home to the most amazing waterfalls 🌈 
799, : Tarantulas 😍 
800, : Little Arabian Colt Prancing Around 
801, : This is so Magical!! 
802, : BATELEUR AFRICAN EAGLE 🦅 
803, : This is how mushrooms bloom🍄 
804," : Fringe tree frogs 💕
🎥ig: romanne_c "
805, : Dancing baby Ray will make your day 
806, : These beautiful llamas in Italy💕 
807, : Beekeepers have trained dogs to sniff out diseased larva and save entire hives. 
808,Keep moving forward
809, :  This album changed my life 😭🔥 
810, : Here's my Kanye tattoo I've been wanting for almost  years   
811, :  just want you to know that you are sooo fucking awesomw I have started my first of my two dedication tats i…
812, : Lucky me! I see GHOSTS! 👻   
813," : . DadYe the design assistant.
“She be screaming at me, ‘you didn’t hold the plastic right you never gonna sell no cl…"
814, : ✨✨✨™️ 
815, : 
816, : Timeline needs to see this video again💕 
817,Yeezy winter campaign 😂😂😂 
818, we going in Always remember we did five albums in a row I love making music We always feel the lov
819, : 
820," : Uno dos tres quatro cinco, we won  #GOODyear "
821, : I was out numbered ... 
822,Love everyon
823,If something’s on my mind and spirit I let it ou
824,Tweeting is legal and also therapeutic
825,See when you care about your family you don’t let no man push you to do nothing that could risk your freedom
826,If I got any cooler I would freeze to death
827,I ain’t never followed anyone else’s methods I ain’t trying to be c
828,Or it’s cool if it’s a diss record because it’s more entertaining? Ima break all codes. I ain’t taking advice from… 
829,I only play by God’s rules. I don’t follow no man made codes
830, : Today is our tenth birthday ✨
831, :  KSG tour ?
832," : being a kanye fan this year has been a rollercoaster, but i wouldn’t trade it for anything! i’ve made so many friends and…"
833,even the haters haters are fans
834,We appreciate all the real ones who made it through  with us Thank goodness for all of our fans and supporters
835,We feel the lov
836,Everything happens for a reason
837, we’re already so thankful for the blessings in ord
838,Refresh
839,New designs new music new ideas renewed spirit we changing everything everyday the vision is crysta
840,I feel stronger than ever We are stronger than ev
841,We feel soooo much love. So much good energy. So much good
842,I’m drug free and my spirit is connected. No weapon formed against us shall prosp
843,I got to be myself and nobody had to “let me”
844, was so beautifu
845,We’re super happy
846,My dad got me a drone for Christmas 🔥🔥🔥
847,All positive vibes
848,Love everyon
849,Oxygen cost twenty dollars 
850,😝 
851,🤪 
852,🤔 
853,Wait for it... 
854," : Beloved gorilla Koko, famous for learning American Sign Language, passed away at . This is her last message to human…"
855," : KERWIN FROST PRESENTS THE  KARDASHIAN-JENNER-WEST CHRISTMAS PARTY
WATCH THE FULL VIDEO:  ht…"
856,My dad said he sees a green aura around me so I looked this up and this described me perfectly 
857,Bff 
858,Legendary Christmas 
859,Pulling up in the may bike 😂 
860,Cube and Short 🐐🐐 
861, : GOOD ASS JOB.   
862,🐐🐐 
863,Yeezy colors 
864,Meanwhile 
865, : Red Table Talk!! 
866, year of the established miracle 
867,Bob Dylan
868,"If I’d thought about it I never would’ve done it, I would’ve let it slide
If I’d lived my life by what others were… "
869,Met with Trav at my crib this morning We expressed ourselves It’s all lov
870,I will put this in question form Who has heard of the twelve lost tribes of Judah? Have you heard that two of… 
871,WE FREE
872,We f
873,I love that we are destigmitizing mental health Gucciman and Quavo have a song Bipolar this is so good for cultu
874,I’m loving the new music I’ve been working on.  months off meds I can feel me again. Remember when dark fantasy… 
875,Keep squares out yo circ
876,There was a handler with me at TMZ a so called voice of reason that thank the lord no longer is in my circ
877,I have no more handlers Only fear god
878,I give up drinking every week
879,You don’t make runaway on medication Even alcohol is and addictive substance called spirits that actually bloc… 
880,I cannot be on meds and make watch the throne level or dark fantasy level music
881,God has given me this voice for a reason
882,Perhaps we stop looking at my tweets as rants and start looking at them as therapy testimonials and some even ministry
883,Man makes plans and god laughs
884,I need to speak about how Chance demanding that we record in Chicago reconnected me with my roots and also my faith in Jesus Chris
885,You have to see and feel how happy I am and how strong my family is. We are even stronger because of this through the love and grace of god
886,People said my career was over after TMZ I need to show the world that we so called crazy people will not be just written off
887,I’ve been trying to do a serious interview speaking on mental health but it seems as though all members of press ar… 
888," : Thank u for being you, goat  💜💜💜"
889,People try to ‘handle you when they think you have a mental problem
890,We as a society are taking control of our consciousness and raising it togeth
891,The paradigm is shiftin
892,We lov
893,Drake and Trav both love Ye more than anyone and I love those guys back. We love everyon
894,We’re all growing togeth
895,It’s like when you see a tv show from the  and it’s super racist and sexis
896,It reminds me of when I said stop hip hop homophobia It used to be ok for rappers to bash gay people just list… 
897,I don’t blame people for not knowing how to handle this that said we as a society will learn togeth
898,I am able to experience first hand how people who have mental health issues get written off by society. Don’t li… 
899,No one would ever choose to end up in a mental hospital and diagnosed with a mental disorder but god chose me to pu… 
900,Drake verbally attacked Cudi when he was in the hospital and went at me after TMZ because I decided to release albu… 
901,People will no longer take mental health for a jok
902,I know Ariana said this to be cool and didn’t mean no harm but I don’t like even slightest level of slight commenta… 
903, : Look how beautiful are these leopard? 
904," : one thing i will say. or two. i notice alot of people say "" i love this stuff but i couldnt pull it off"". yes u can wh…"
905," :   Info!
Oken has been head of JP Morgan’s Consumer Retail Investment for  years. Which is crazy.
Th…"
906,Erik Oken and I are  brothers 
907,Typo Lauren Michaels is the goat The world needs that Ye SNL 👽👽👽
908,Meeting with Trav tonight bet it never be a checks over stripes line again on a Trav song on Donda
909,Still waiting to host SNL🤔Lauren in the goat. Ye gotta hos
910, Let’s please meet today I’m in NY as
911,Heard Hideo Kojima is in NY We need to meet Does anyone know where he is or how to contact him
912,Brain 🧠 joggers make another appearance 
913,Turrell 🐐 
914," the crash watch designed by the CEO of Cartier in   wearing the
Ecrou de cartier with s… "
915, made our own currency 
916,Me and JP🙏🏿 heal the world 
917,Vision 
918,Meditate in positivity
919,All lov
920,All positive vibes
921,I’ve made mistakes and have karma No man is perfect The universe will test us
922,I’m a man about my family and integrity
923,Broke down doors for sneakers fashion music everythin
924,No artist should ever diss me for clout Period
925,I need that love and respect that we didn’t give Michael while I’m aliv
926,If I wasn’t here all artist would do memorial songs
927,If I wasn’t hear all artist would be doing memorial songs
928,I actually like sickomode but I don’t like that that is was sneak disses
929,Love to all artis
930,I love everybody all positive energy No one that is a musician should ever diss me My existence is for the rights of all artis
931,All positive energy I got love for everyone Just don’t sneak diss or diss at all I paid the dues for all weirdos
932,I have a problem with sneak disssin
933,I hit Trav earlier today Now he just hit me More threats
934,Drake called me threatening m
935,It’s not about rap It’s about family We have to be close as a family and never let these people infiltrate just for radio spins
936,Family firs
937,Fuck clou
938,Fuck that sickomode song Family first and always
939,It’s what I felt And have been feeling for awhile All positive All lov
940,Perhaps I should have been more like water today
941,All positive energy
942,We should all be on this planet working togeth
943,Trying to kick me while I’m down
944,Our brother is lost and confused
945,If Drake would go at Ye that there is interviews that he loves me then he doesn’t give a fuck about anyon
946,You tried to hurt my pockets
947,You threatened the safety of me and my family
948,Noooooo moooooore fake playing with peoples lives kids and mental health
949,Noooooooo moooooore cap
950,He passes Drakes the crib everyday
951,To the right It’s On sight Saint stays to the righ
952,This clout shit done got outta hand b
953,Trav is my family and let this met throw sneak disses at me for clou
954,I heard Drake had more bars dissing me that were removed
955,I used to bring Travis with me everywhere with me Im an inspiration to both him and Drak
956,Only positive energy
957,I will never put negative energy into a son
958,I will never make a diss record
959,You’re mad at me for something I didn’t d
960,I would never mention your (blank)
961,I’m Ye bro Remember that I love you I would never intentionally hurt you That’s what I’ve been saying to you
962,This year has been really tough and you have added to the confusion
963,Leave me and my family alone b
964,But you’re playing into it Why? A false runner??? A beat???
965,You would be so sad if anything ever happened to m
966,Drake this is what they wan
967,This is a man speaking to a man that has been placed in the program to fuck with Kanye West head and set me up
968,These tweets are not emotiona
969,To the right it’s on sight Saint stays to the right b
970,Never threaten north saint and Chicago’s dad b
971,Never threatened north and saint and Chicago’s daddy b
972,Trust god bro God sees all Stop the act Cut the program
973,Fear no man
974,Nobody scared of anything but god
975,Nobody scared of anything but gods
976,Nobody scared of anythin
977,Some true artist are a bit crazy Everybody is not Programed
978,It’s not just you the world stigmatizes is and calls us crazy
979,You are disrespectful to all people with mental health conditions so this is an opportunity for growth
980,Trust God
981,God sees a
982,Please take the devil 👿 up out you b
983,We’re making the world better at all times
984,This is for no ones entertainmen
985,Or the Mandingo part on Jan
986,Drake I’m not going to physically fight you like it’s MTV boxin
987,How you gone be on Trav’s song coming at me. Trav should have never allowed tha
988,How you gone text Kriss but not speak to m
989,We need to show the world that we will speak without someone ending up dead or in ja
990,We need to show people we can talk without people ending up dead or in ja
991,We need to show the world that people can talk without someone ending up dead or in ja
992,I’m up for talking. We need to show all of these fans that black men can without someone ending up dead or in ja
993,Ye never been easy. I navigated these waters before you. That’s why you could be you
994,You try to pick targets you think are easy
995,Talk tough to real gangsters b
996,You say all this shut to me but won’t say none of that to J princ
997,You send emojis
998,Bro stop
999,You get people hurt at concerts
1000,You pick people with mental health issues
1001,You trying to be a bully. I never been bullied in my life and I never will be. That’s why I made it this far in a pink p
1002,We both too high profile for you to actually do something to m
1003,Snoop is my elder and an inspiration to m
1004,There would never be a drake without a Kanye west so never come out your mouth with a threa
1005,If I’m bipolar This kind of shit can get me ramped
1006,Stop the ac
1007,Now it’s a kid in condition
1008,Cause we rather act cool than sit and have a conv
1009,That’s why black people never get ahead and and we stay controlled
1010,You wouldn’t send purple emojis to scooter but you wanna need with your broth
1011,I’m your oxygen
1012,Don’t ever speak on 
1013,Now he’s so s
1014,I’m the guy with the pink polo that made a way for him
1015,When I go through shit he fucks with me and I’m his id
1016,When Cudi was in the hospital he sent shots
1017,He be texting people I know like it’s cool But won’t sit and talk with m
1018,He running around like he pac
1019,Everybody knows somebody
1020,I got a family and kids.  is locked up xxx is dead. The kid that ran on stage is in the hospita
1021,It just doesn’t sit right on my sp
1022,So drake if anything happens to me or anyone from my family you are the first suspect So cut the tough talk
1023,Since the pool line he’s been trying to poke at me and fuck with m
1024,The kid he had run on stage at Pushas concert is in critical condition
1025,Drake called trying to threatened m
1026,Trust God
1027, : Congratulations !! So proud of you. 
1028,By the way... not cleared😂
1029,Mission accomplished
1030,Drake finally called
1031,Stop this already bro You getting people hurt out here And over wha
1032,Buying first two rows at Pusha show got me hot b
1033,This ain’t about who could pay to have something done to somebody This man to man bro This been bothering me too lon
1034,No tough talk eith
1035,I would never intentionally try to hurt you bro I never even heard none of the diss records That ain’t my… 
1036,Sending purple emojis When I’m dealing with mental shit I need my apologies now Not through scooter eit… 
1037,It’s all love bro bro but don’t play with me. You stay too close to be playing all these industry games b
1038,I told you I ain’t tell Pusha about your son
1039,Been trying to meet with you for  months bro You sneak dissing on trav records and texting Kris talking bout how’s the family
1040,Still need that apology for mentioning the  and trying to take food out your idols kids mouths
1041,This proves shit faker than wrestling 
1042,👽 
1043,Went to visit the James Turrell crater two days ago. This is life changing. We all will live in Turrell spaces
1044,God answers your prayer three ways. Yes not yet of I have a better plan for you
1045, : I want to touch the lava so bad ... but I would be setting a bad example. 
1046,Talking tree  
1047,Calling out to Bob Dylan Let’s get togeth
1048,Croc 
1049,Message for Elon from  
1050,Landscaping is a conversation with God
1051,Every no gets closer to a yes  Gil Dez
1052,Visit Fairchild Tropical Botanic Garden
1053,Orchids meant to plant throughout south Florida 
1054, : Growth doesn’t happen in your comfort zon
1055, : Two of my favorite paintings from this year.   
1056, : TODAY's LESSON:  
1057, : Congrats babe on your  Grammy nomination!!!!!! #ProducerOfTheYear 
1058, : 🧐 
1059, : 🐻  x  
1060," : Kim: What were you doing?
Kanye: 🤷‍♂️
😂😂😂 "
1061,  the dynamics of Cher and Sonny’s relationship made Kim and I grab each other’s hand and… 
1062, My favorite app 
1063," : # album and # single.
God is good"
1064,"undrcvr jn tkhsh jkt
vn clf brclt
yzy ssn  t
chrstn trssr dsgnd  stvn smth bttm
brn dd swts frm dvr st mrk… "
1065, Throne  🤷🏿‍♂️
1066," : .,  and 's ""MAMA"" has reached # on US Apple Music"
1067, : 😂 
1068,Oscar Niemeyer 
1069,Vanessa Beecroft 
1070, : This firefighter lost his home while he was saving others.  had an unbelievable surprise for him. 
1071," : Kim: “I think he’s kind of joking, but all week he’s like, ‘You know what, I love just being a dad. It would be so fun…"
1072," : MY BEAUTIFUL DARK TWISTED FANTASY
#   "
1073, : #MBDTF 
1074, : Nine-year-old Marley cries tears of joy when her mother surprises her with a new kitten that Marley has named Ella. http…
1075, : Thanks to the Chicago  team for all you do and to the volunteers who are doing great work and let me crash…
1076, : All my chicagoans say Wop 
1077,We believe in love We don’t just try we do.. we are... We are lov
1078, : All profits from sales of the YEEZY Calabasas Track Pant in the U.S. will be donated to  and . Ava…
1079, : FAMILY 
1080, : ASTROWORLD FEST TOMORROW AHHHHHH 
1081,Building a fireproof community
1082," : #KimYe are couple goals ❤️
 and  have an amazing marriage because they were friends first! Look…"
1083,I’d like to do an interview with Van Jones within the next  days 🙌🏿
1084,We sang Backstreet Boys I want it that way 
1085,Office shopping 
1086, : then God said let there be beauty and from the worlds infinite sources of beauty he made Kim. The book of Genesis (extended)…
1087,"It felt so good being on the stage last night with my brother Cudi. After performing again, I realize the new album… "
1088, new collection is 🔥 bro. Love you broth
1089, : RIP Stan Lee 🙏 #Nighthawk  
1090," : Kim for KKW Beauty latest collection, Glam Bible. "
1091, : #Kanye gave  the jacket off his back 🥰 #CampFlogGnaw 
1092, : Before Kids See Ghost perform their very first full set at #CampFlogGnaw lets reminisce on some classic  / …
1093," : KIDS SEE GHOSTS 🔥
#CampFlogGnaw "
1094, : i feel f
1095, : I’M SO REBORN 
1096, : It was such an honor to receive the amazing People’s Choice Award last night and we thank you from the bottom of our hearts…
1097, : The Kardashian’s Winning the #PCAs⁠⁠ for Best Reality TV Show of 💕 gave a classy speech like a presiden…
1098,Show day 
1099,Loading in 
1100, : this my favorite song right now 
1101, :  Good Morning Brethren! I hope that all is well with you! I have this piece by  that I’m sure…
1102,"In light of these situations, I am so inspired by the firefighters and first responders who are risking their lives… "
1103,"My sincere condolences to everyone suffering from the loss of their homes, loved ones and the unknown certainty of… "
1104," : Looks like Yeezy sneaker sales are doing just fine. Thank you, next. "
1105," : Fire Fighters, I love you and thank you for doing all that you can to keep us safe!"
1106, : GOAT 
1107, : this is how quick the  are selling out 
1108,Thank you for everyone’s prayers. Our family is safe and clos
1109," : “I said baby what if you was clubbin'
Thuggin', hustlin' before you met your husband?” 🔥🔥🔥 🎼 "
1110," :  If kanye has million fans I'm one of them
If kanye has five fans I'm one of them.
If kanye has one fan that…"
1111, : Sheck Wes performing Mo Bamba at the  #ASTROWORLDTour show in Baltimore 🔥  
1112,Break the internet 
1113, : 🐐🐐 
1114,Raise confidence and consciousness
1115, : I’m ready to witness the gods  and  together again 👻 
1116,Remove stress
1117, : Kim Kardashian leaving a restaurant yesterday 🔥🔥🔥 incredibly beautiful ❣️ 
1118,McDonald’s is my favorite restauran
1119, : Who's afraid of clowns??? 
1120, : Guess who 
1121, : y’all remember that time the muppets went to sesame street to work with kanye on this classic track? 
1122, : PAMELA 🔥 
1123, : I love you my sisters. Forever my angels. 
1124,Scoop 
1125, : Yajuj and Majuj (Gog and Magog) might just be bots
1126,My eyes are now wide open and now realize I’ve been used to spread messages I don’t believe in. I am distancing mys… 
1127,I introduced Candace to the person who made the logo and they didn’t want their name on it so she used mine. I neve… 
1128,"I would like to thank my family, loved ones, and community for supporting my ACTUAL beliefs and my vision for a better world"
1129,I support those who risk their lives to serve and protect us and I support holding people who misuse their power ac… 
1130,"I support creating jobs and opportunities for people who need them the most, I support prison reform, I support com… "
1131, : I loved my glam this night.   
1132, : Perri-Ye yourself with the  Snapchat filter. 😂  
1133, : Use our new Extraordinaire Snapchat Lens 👻 and post your video anywhere you want with #PERRIERCostume to try and win Perrier p…
1134, :  I’ll never forget the time we met in Rome and you told me “I just bought your album yesterday”. Made my day t…
1135, : Well  said it best 
1136, : . this is how it's going to feel to play YANDHI for the first time 
1137," :  Kids See Ghosts is an album about overcoming your ghosts, your demons. Throughout the course of the album, Kan…"
1138," : PSA:🚨
“GHOST TOWN”  feat.  & 
is now certified GOLD. 📀
#
#YE "
1139, : Please check out exclusive interviews now on  site! Everyone needs to get out & vote now! #youar…
1140, : Watch the full episodes & more at  #youareenough #yourvotecounts #bewoke.vote #empoweryourself h…
1141,With Jacques Herzog Office out in Basel 
1142, :   I think the voodoo doll has something to do with Tyga flying around. So it’s like Nicki’s causin…
1143," : #KKWBODY III (UNISEX) is a modern, woody floral opening with Pink & Black Pepper and finishes with layers of creamy Sand…"
1144, : Yes hello  👋🎙 thank much for follow! 👀 we just want make world laugh & it great to get support from Ye. As rewa…
1145, : Thank you for the follow I love u  
1146, :  thank you so much for the follow. It means a lot to me and Travis. We’re going to keep doing the work of being…
1147, : #BLEXIT is about the beautiful stories of so many black people who have awakened themselves to the possibilities of our f…
1148,We’re about love unity and we design for the world
1149, : The side of  the media doesn’t show you 🤷🏽‍♀️ 
1150, : Forgot about this 
1151," : Get ready for the new age… New chapter, check the new page...
Our new album MASTERS OF THE SUN VOL.  is out now ✊ #mastersofthesu…"
1152, : The video of this crayfish cutting off its own claw to avoid being cooked went viral in China. 😥 
1153, : Amazing Concept ...This Man Grows Food Just To Give It Away 🌟🌟🌟 
1154," : Aztec culture, Teotihuacan, Mexico. It's been called the Avenue of the Dead because the mounds on the sides looked like to…"
1155, : Museum Of Illusions 🌟🌟🌟 
1156, : This vacuum forming machine is incredible to watch in action via Formech 
1157," : KIMYE x DEMI LOVATO 🙏
#KUWTK #MarchForOurLives "
1158, : #MarchForOurLives #KUWTK 
1159," : CHICAGO
🎥  "
1160, :  my painting commemorating your and Chances contributions to Chicago 
1161,Hey mama 
1162, :  #Jumanji  
1163, : .. #KKWBODY  
1164, : .. #KKWBODY  
1165," : .. #KKWBODY
 "
1166, : Class in session 🌐 
1167,"“Be anxious about nothing, but in everything, by prayer and supplication with thanksgiving, let your requests be ma… "
1168, : This is AWESOME.   #Undisputed 
1169, : MIHTY  x  on  is served. #undisputed 
1170,Beautiful Detroit 
1171, : RayJ said here that  meeting with Prez Trump was a big opportunity to make change happen which is also a huge r…
1172," : But  didn’t even say ""slavery was a choice"" the Dems/liberals media just ran with that headline for clickbaits…"
1173,"LaMelo Ball, JBA Has It's Face... Basketball Has Changed Forever  via "
1174, :  Dynamic duo 
1175, : And TODAY on ESPN 
1176,And TODAY on ESPN 
1177, : 
1178,Trevi fountain 
1179,Levels 
1180," :  My brother was killed in the Sandy Hook shooting. I started “Newtown Helps Rwanda” after, and now I’m advocating…"
1181, : G Herbo Defends Kanye West's Controversial Comments About Slavery  
1182,Amazing Grace from Uganda 
1183, : Tekken or Street Fighter? — AHHH... Tekken. VERY tough choice. 
1184," :    ""This campaign is not about one person looking for a job on the  floor, this c…"
1185, : Overhead views from a Model  
1186, :  That’s awesome  it would be nice to see a strong African American woman in office! #changingameric…
1187, :  
1188," : I know the game is a while away, but I am still super hyped for Cyberpunk ! It looks so fun, and the Legendary #CDProjektRe…"
1189," : Great hanging with my bro  today. Just like my agent  's book """". We both have Aimed High o…"
1190," : . on 's support of Pres. Trump: ""I let him be who he wants to be. I let him have his own views and opinion…"
1191, : . just contributed $. to  Chicago mayoral campaign. 
1192, : When someone gets a little too close to BAE 
1193, : WHEN U START SECOND GUESSING YOURSELF U START TO FAIL
1194, : i miss crs :( 
1195, : Solange in Thierry Mugler S/S  photographed by Cary Fagan. 
1196, : Thanks for the follow  🙌🏿
1197, Our favor All lov
1198, Still my fav
1199,I love Dave La Chapelle’s art 
1200,All love 
1201, :  This is so beautiful Kanye 😭😭😭 
1202, :   Great job Ye...I love your love and appreciation for your wife and family. You and Kim are both…
1203," : OMG 💛💛💛💚💚  is following me! I’m crying & screaming right now! I love you so much Ye, you are my inspiration, my…"
1204, Love you so much
1205,   This is so creative. Alec Baldwin must be a good guy
1206," You’re stunning.
I will keep trying to make things that can express how beautiful you are insid… "
1207,All love 
1208, : “Mauve” Yeezy Boost  confirmed to drop October  👀 
1209,Yzy means solutions
1210, I a
1211,Xxx the  your energy is with us 🙏🏿🙏🏿🙏🏿 
1212,Dancin
1213,We Got Love 
1214,We got love 
1215,In the wild 
1216,Spaceship calling earth|  Domes Uganda 
1217,Spaceship call earth|  Uganda Domes 
1218,Running with North 
1219,Mind control 
1220,Mind control 
1221,Mind control 
1222,Aha 
1223,we're at Pitbulls school SLAM 
1224,reaching out to Colin Kaepernick. I would like you to speak with the president to tell him your experience directly… 
1225,"We have to operate as one eco system.
Poly Plastic in clothes get released into the environment when we wash those clothes"
1226,sitting here talking with my dad about issues with plastic. proposing initiatives/solutions. Use glass bottles/recy… 
1227,"Why Do Inmates Fight Wildfires for Dollars a Day? The Origins of Prison Slavery in America.
"
1228,bedrock Detroit 
1229, gave me this watch 🙏🙏🙏  
1230,"overcome fear
My dad and I are going to eat this plate of bugs to celebrate him beating cancer. No more fear "
1231,where’s the flying car department? Dan Gilb
1232,trying is lying - Dan Gilb
1233,home is where the heart is
1234," : Like many, I don’t watch Saturday Night Live (even though I past hosted it) - no longer funny, no talent or charm. It…"
1235,"Thank you Washington post
"
1236,meeting with Big U and the Developing Options organization and the Crenshaw Rams football team 
1237,Amer-I-Can 
1238,Meeting with members of Jim Browns Amer-I-Can program 
1239,"not abolish but. let’s amend the  amendment
We apply everyone’s opinions to our platform"
1240,the  Amendment is slavery in disguise meaning it never ended We are the solution that heals
1241,so lit 🔥🔥🔥 
1242,this represents good and America becoming whole again.  We will no longer outsource to other countries. We build fa… 
1243,no more cancel cultu
1244,Miuccia Prada is one my earth moms and I need to meet her in the next  weeks #facts
1245,by the way Unprogrammed is a new word
1246,"just reached HARVEY we’re going to TMZ  morning  strong. We need strong beings dancers. Unprogrammed to bring love
#wegotlov"
1247,there is no such thing as one sides. There’s infinite sides
1248,Pardison Fontaine wrote the Violent Crimes verses. I changed  lines. He wrote the entire song though. Cyhi Cons Pa… 
1249,We also work for Eddie Q😊 and all  thousand 🍎 crew members
1250,I will never be Steve. I will always be YE. We are here in service to Steve’s vision. Let’s make the planet 🍎 lev
1251,YZY Is a for purpose (non profit) arm (branch) of Apple. We unofficially work for Steve Johnny Tim and Lorraine.… 
1252,had so much fun at SNL. Lorne agreed that I would host before the year is out. Need to set a date. Gonna be soooooo… 
1253,😂😂😂 
1254,pull up with the YZY slides 
1255,"the being formally known as Kanye West
I am YE"
1256,nino blu 
1257,let me put this in context. My reference to the word NO is never letting people stop your ambitions and dreams. As… 
1258,my favorite graphic ever. No more no’s   by Cali 
1259,SNL 
1260,we got love 
1261,"YANDHI   
YANDHI IS RELEASING THIS SATURDAY "
1262,We need Apple geniuses to aid us in making this happen. I also envision all TV shows and movies being shot on IPhon… 
1263,I see YZY as an arm of Apple I’m at SNL rehearsal and we’re “trying” to have the performance shot on an IPhone… 
1264,YZY is becoming a for purpose service organization
1265,not for profit is now for purpos
1266,CHICAGO STATE colored adidas socks 🧦 
1267,"pharcyde other fish 🐠 playing at SNL
My love recites the lyrics to Passing me By. This is why I know this is my soul ma"
1268,YZY SZN 
1269,"we’re releasing Yandhi Saturday night
We know it will come in number  to my brother Lil Wayne and that’s lovely… "
1270,"The term literally means ""place of the Way < in Japanese
Schools will be dojos"
1271,"Dojo
A dōjō (道場 < is a hall or space for immersive learning or meditation. This is traditi… "
1272,"Words and names are vital when bringing something like the school into existence.  Couple thoughts:  Dao
The word f… "
1273,over  samples and  years in the making and I give my pair to Ant Clemons for his Bday 
1274,Jedi training camp. We need a light saber emoji  I guess this crayon will have to do 🖍😭 
1275,ALPHA BEING SNL VIBES 
