,Tweet
1495,😢
1496,deadly sins
1497,we’re trying new ideas without the fear of not being perfect… it’s just a gut feeling sometimes… just making stuff with your friends…
1498,we’re here creating in real time just having fun i hear the albums blasting out of the cars when i walk down t…
1499,just wanted to say i’m up in the morning working on the nas album and i’m so humbled by all the love we’re getting…
1500,😂
1501,😂
1502,download the wavmedia app  to watch the livestream of the kids see ghosts listening party tonight   ps
1503,tylerthecreator see if i was tryna relate to more people i would say im struggling with loving myself because that seems like a common…
1504,cnn breaking alice marie johnson has just been released from prison after trump commuted her sentence im just so thankful i feel…
1505,mic breaking president trump has granted clemency to alicemariejohnson after meeting with kimkardashian west to talk about her case…
1506,kimkardashian best news ever 🙏🏼🙏🏼🙏🏼
1507,kimkardashian so grateful to realdonaldtrump jared kushner  to everyone who has showed compassion  contributed countless hours to…
1508,kimkardashian i hope to continue this important work by working together with organizations who have been fighting this fight for much…
1509,kimkardashian the phone call i just had with alice will forever be one of my best memories telling her for the first time and hearing…
1510,kidcudi kids see ghosts album art
1511,🙏🙏🙏 all love to her family
1512,in  countries 🙌🙌🙌
1513,i feel so blessed for everyone that didnt turn they back im in tears right now i love all of you
1514,😍😍😍
1515,for all my dogs that stayed down we up again 🙌🙌🙌
1516,i’ve never been about beef    i’m about love    lines were crossed and it’s not good for anyone    so this is dead n
1517,download the wavmedia app   to watch the livestream of my album listening tonight in jackson hole wyoming  md
1518,download the wavmedia app   to watch the livestream of my album listening tonight in jackson hole wyomin
1519,new flacko 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
1520,🔥🔥🔥 this is one of my favorite moments
1521,gratitude and happiness best describe what my wife means to me i’m deeply grateful and purely happy 😊
1522,daytona is the first project out of wyoming i’m really proud of what we put together we’ve spent a year and a…
1523,album  pusha t daytona dropping
1524,before edward bernays americans purchased things based off needs there was a a time in the  when women did…
1525,the century of self  it’s  hours long but you’ll get the gist in the first  minu…
1526,google dopamin
1527,there was a time when we completely operated without phones were addicted to our phones
1528,look at your phone as tool not an obligation would you walk around with a hammer in your pocket you would p…
1529,google dopamin
1530,the century of self  it’s  hours long but you’ll get the gist in the first  minutes basically sigmund frued’s nephew edward bernays capitalized off of his uncle’s philosophies and created modern day consumerism
1531,amma mata had given over  million hugs
1532,sometimes we all need hugs
1533,very cozy sleeping in the studio
1534,🤣🤣🤣
1535,for anyone whose tried to text or call me in the past  weeks i got rid of that phone so i could focus on these albums
1536,the united nations introduced the sustainable development goals and platform in  to transform the world by
1537,rules are structure for people who can’t carve their own path successfully
1538,i love the way you think i’ll reach out
1539,approved   color way  🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
1540,this is the greatest news      this is my favorite show     i’ve seen every episode at least  times each
1541,free thinking is a super p
1542,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
1543,original  sample
1544,it’s about the feeling first
1545,i’m hyper focused on the n
1546,childish gambino  this is america
1547,😂😂😂🔥🔥🔥
1548,we’re starting a yeezy architecture arm called yeezy home we’re looking for architects and industrial designers wh…
1549,naps are awesom
1550,all music coming out of yeezy sound has to ride like the new tesla yeezy sound is tesla rad
1551,hologram
1552,mothershipsg new type of display seen in hong kong
1553,i love the
1554,take a walk outside fresh air is healin
1555,in a moment of inspiration energy and excitement i had posted this sketch and would like to acknowledge the true c…
1556,today i learned that a newly hired designer on the yeezy team presented work that was not of their own this person…
1557,enjoy the presen
1558,if you’re in the way of your own life you’ll end up in the way of other people’s lives
1559,i can’t wait for electric planes elon please hurry up with the ⚡️ jets😭
1560,i can still feel the lov
1561,yeezy
1562,this is so helpful im always a student im learning about love
1563,most fear is learned
1564,energy meeting beings from all different backgrounds
1565,i freed a thousand slaves i could have freed a thousand more if only they knew they were slaves  harriet tubman
1566,when the media masses and scholars talk about what started today heres a title the overground hell road
1567,in school we need to learn how magic johnson built his business not always about the past matter fact ive never e…
1568,once again i am being attacked for presenting new ideas
1569,the reason why i brought up the  years point is because we cant be mentally imprisoned for another  years we need free thought now even the statement was an example of free thought it was just an idea
1570,we are programmed to always talk and fight race issues we need to update our conversation
1571,the universe has a plan i knew that tmz would be awesom
1572,if this was  years ago i would have been more like harriet or na
1573,they can no longer stop our voic
1574,they hung the most powerful in order to force fear into the others
1575,kanye vs the media is modern day willie linch theory
1576,they cut out our tongues so we couldnt communicate to each other i will not allow my tongue to be cu
1577,my point is for us to have stayed in that position even though the numbers were on our side means that we were mentally enslaved
1578,to make myself clear of course i know that slaves did not get shackled and put on a boat by free
1579,we need to have open discussions and ideas on unsettled pain
1580,thank you shade room for the love
1581,we got love doing tmz live with harvey and candace owens
1582,charlamagne interview also on youtub
1583,charlamagne interv
1584,charlamagne interv
1585,making of ye vs the people
1586,stop thinking about things for a long time without saying what you think
1587,eli with the drip
1588,this next text is not directly at kweli it just came to my phone at the same tim
1589,open letter from jan adams    this is amazing thank you so much for this connection brother i cant wait to sit w…
1590,were starting world love  right now the opposite of a world war
1591,through speech it may be saying simply the word love at the end of a phone call or just saying much lov
1592,i feel it was heavy handed for me to tell people to tell people i love you i would ask that we show love how eve…
1593,we are all great artists i said something ego driven in the charlamagne interview that id like to update i said…
1594,adi shankar   we got love
1595,love is infin
1596,infinite possibilities
1597,axel vervoordt the glob
1598,candace owens wrote this at the office yesterday
1599,we’re opening up the conversation to the psychologists sociologists and philosophers of the world and were moving…
1600,yeezy is also food shelter communication education and now a vcweve invested in  companies since last week
1601,there has never been a disney or apple of apparel and now there is we are hiring the greatest technical and indust…
1602,🔥🔥🔥this is where a yeezy study for base layer starts im so excited about our new design team yeezy is no longer…
1603,🔥🔥🔥😊😊😊 just great energy bro 🐉
1604,try to avoid repetition do meetings in different places and at different times than the normal break the norma
1605,we got love
1606,we got love
1607,im at sciarc and just learned about desalination looking at a project by ashley morgan hastings but i cant t…
1608,theres a silent majority of people that have been silenced for too lon
1609,were being starved and anyone who starts asking unpopular questions gets demonized only free thinkers can change the world
1610,we’re in this socalled information age but were starving for wisdom
1611,were dying to be ourselves
1612,or we’re dying because weve lost our inner child
1613,or at least were dying to be kids
1614,we’re all kids
1615,what would you do today if you are not afraid of the consequences of failure
1616,what makes kids so important to learn from psychologically is that they are not afraid to fa
1617,art is the escape hatch from oppression
1618,art is the threat to authority
1619,energy is contagious
1620,we can shape our future im an optimist at my core i know there will be harmony
1621,remove worry
1622,happy birthday trav
1623,alialexanderorg weigh the argument against love kanye sees this and as a lincolndouglas debater so does ali it is about the value…
1624,alialexanderorg ali warned conservatives and republicans let kanyewest be kanyewest
1625,im posting this but not as a diss to j cole i love j cole i also love where purp took his f
1626,inspired by emma
1627,my hero emma gonzalez
1628,mood board
1629,f the world changed to love the world 🗺
1630,today is the best day ever and tomorrows going to be even b
1631,ye vs the people
1632,trust your feelings stop thinking so much
1633,lift yourself
1634,ive got a new challenge for everyone today pick somebody that you had an argument with that you think you hate ma…
1635,lead with love
1636,we got love agree to disagree
1637,lift yourself
1638,🐉🔮🌫🌬
1639,im going to drop a song with a verse that will bring ebro the closure hes been seekingthe bars 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥…
1640,i havent done enough research on conservatives to call myself or be called one im just refusing to be enslaved by monolithic though
1641,artist transform tragedy into beauty
1642,spread love put more love into the univers
1643,we are more worried about what we can lose than what we f
1644,its really cool to say i hate you but its not cool to say i love you love has a stigma
1645,instead of doing what you feelyou just do what other people think you should d
1646,your conscience should allow a physical manifestation of your subconscious but right now most peoples conscious is…
1647,try telling people you love them it actually feels weird at first were really good at hating each other we have…
1648,the concept of loving people has a stigma
1649,my friend said he texted all his friends this morning and said i love you
1650,john legend new single on line now 😂
1651,this is year one we cant ad empathy to maga by hating we can only ad empathy with love and time and truly hearing all sides
1652,i really appreciate this dialogue with john legend because im actually very empathetic im still the kid from the…
1653,if you feel something dont let peer pressure manipulate you
1654,i tweeted the john text to show that there are people around me that disagree with me and voice their opinion i re…
1655,people usually dont agree with people who dont agree with them
1656,the world is our family
1657,just think of someone you hate and try saying even to yourself that you love that person
1658,though hate is a similar emotion to love hate is not the answer love is
1659,thats the last tweet of the day i did that one for my godbrother puff now ima go watch the cavs
1660,employees to go
1661,of my favorite peop
1662,caption this photo
1663,cant wait to meet
1664,obama was in office for eight years and nothing in chicago changed
1665,claudio will be awesome when me and chance build new homes in chica
1666,claudio silverstein is a free think
1667,love is the most powerful force in the univers
1668,lets move in love not fea
1669,me hero
1670,and any fan of me wants ye to be ye even when they dont agree because i represent the fact that they can be themse…
1671,whenever someone mentions the word fan to me its super manipulative its like dont do or say this because of…
1672,i want to see a tour with nikki minaj and cardi b
1673,id like to meet with tim cook i got some ideas
1674,i feel calm but energized
1675,need hype williams for nas mov
1676,im sitting with lucian discussing the future of the music industry lets bring in david joseph and frank bridgman and olivier nuss
1677,id like scooter braun to be a part of this new platform were creating scooter is a genius hes more than a man…
1678,im so happy to hear that peter thiel would like to take a meeting i feel very optimistic about the futu
1679,my maga hat is signed 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
1680,we got love
1681,i need to meet with larry from
1682,google supports yeezy in ending violence in chicago to start with
1683,wed be a strategic investor not just a vc
1684,im  years old and im just now becoming my parents child
1685,i’m nice at ping pon
1686,kids see ghost short film will be shot by dexter navy
1687,my wife just called me and she wanted me to make this clear to everyone i dont agree with everything trump does…
1688,yeezy vc invests in and develops food clothing shelter and communications
1689,burn that excel spread sheet 🔥😂
1690,decentraliz
1691,fear takes strategy unlearn linear thinking hit you with these zig zag thoughts
1692,no race religion region or political party can argue with the power of lov
1693,when my daughter acts out she actually says afterwards i just want to hear you say i love you m
1694,i said express love more because we have love but we dont express it my friend tmills will always say i love yo…
1695,with love i am invincible truth is subjective but love is the most powerful force in the world and the world needs to express more of
1696,with love i am invisible truth is subjective but love is the most powerful force in the world and the world needs to express more of
1697,and also im all the way out the sunken place and im not scared anymore im not scared of the media im not sca…
1698,i love when people have their own ideas you dont have to be allowed anymore just belove who you want to love…
1699,if your friend jumps off the bridge you dont have to do the same ye being ye is a fight for you to be you for pe…
1700,you dont have to agree with trump but the mob cant make me not love him we are both dragon energy he is my brot…
1701,free thinkers dont fear retaliation for your thoughts the traditional thinkers are only using thoughts and words…
1702,rocky we gotta release our songs asa
1703,im turn the grammys into the yammys
1704,trav we gotta drop the track with me you and uzi this week bro lets gooooooooooooooooooooooooo🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
1705,i leave my emojis bart simpson c
1706,im used to the heat of independent thoughts
1707,more tweets from the sunken place 😂
1708,🔥
1709,do this look like the sunken place 😂
1710,yes i said we we the people like my brother q tip said on the final tribe album that should have won the grammy
1711,when we become president we have to change the name of the plane from air force one to yeezy force one ☝️
1712,the charlamagne interview just got an offer on  million yo cthagod should we hold off for a hundred million…
1713,adidas have been great partners and theyve let yeezy be yeezy this couldve never happened at nik
1714,the yeezy  is adidas most requested sh
1715,the desert rat  sold  thousand in one hour on coachella weekend please do not try to play yeezy or anyone w…
1716,the yeezy  sell  thousand pair in four hours only thing close to this is the iphon
1717,north found a lady bug 🐜 🐛 🕷 😊🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
1718,let’s be like water 😂
1719,oh and ebro i love you ima let you finish but the charlamagne interview is one of the best interviews of all time 😂
1720,now can i get back to my positive vibes 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
1721,people magazine watch how you speak my name you would love a pair of yeezys dont play yourself
1722,harvey levin of tmz your hearing from your future president lets be friends please never use the word erratic to…
1723,i follow the shade room please never try to play y
1724,i am this generations ford hughes jobs disney
1725,we will reach the prices ive promised
1726,theres been a lot of fake news so i just wanted to give you the facts yeezy will become the biggest apparel compa…
1727,i am currently the single highest paid person in footwear that means i make more money on shoes than michael jordan
1728,we have  positions to fill by the end of the year yeezy will hit a billion dollars this year it is the  fas…
1729,yes i got rid of my last lawyer why because he wouldnt come to work full time i also asked my last manager to co…
1730,im nobodys client
1731,i no longer have a manager i cant be managed
1732,spread lov
1733,never a master always a studen
1734,to be great is to be misunderstood
1735,and we danced to music michael all morning
1736,me and mike 😂
1737,dragon 🐉 energynatural born leadersvery instinctivegreat foresigh
1738,you can say anything as long as you put the right emoji next to
1739,if your foresight is incredible stay stubborn to your vision
1740,i’ve always had a desire to do things people wouldn’t even think to d
1741,everyone should be their own biggest fan
1742,even prince once had an access pass
1743,prince opened up for rick james everybody starts some where
1744,life is more exciting than the movies
1745,donald glover is a free think
1746,i feel like im  year old again when i make beats for nas
1747,new ideas will no longer be condemned by the masses we are on the frontier of massive change starting from breaki…
1748,🙌🙌🙌
1749,were evolving at warp speed
1750,this is the funnest car i’ve ever driven
1751,im super chaaaaaarged bout to take this whole thing to mars
1752,i heard these are really good for the environment 🙏
1753,i really love my tesla im in the future thank you elon
1754,nas june
1755,im hand producing all the albums i tweeted about been chopping samples from the sunken place 😂pusha may  my a…
1756,practice pure lov
1757,it’s no more baring people because they have different ideas
1758,joseph beuys
1759,i feel calm but energized
1760,self victimization is a diseas
1761,there was a time when slavery was the trend and apparently that time is still upon us but now its a mentality
1762,i feel calm but energized
1763,people respect people for following the general trend and consensus
1764,we live in a time where people don’t respect people for being themselves
1765,constantly bringing up the past keeps you stuck th
1766,the thought police want to suppress freedom of though
1767,we have freedom of speech but not freedom of though
1768,people demonize people and then they demonize anybody who sees anything positive in someone whose been demonized
1769,the psychological zombie effec
1770,demonization has metastasized
1771,david hammons higher goals
1772,our collective consciousness
1773,the blinders are off
1774,free yeezy promotion 🤷‍♂️🙈😂😂😂😂
1775,question everythin
1776,george condo saint pablo tee
1777,the more people contribute to real time global consciousness the faster we evolv
1778,get past the pas
1779,be fearless express what you feel not what youve been programmed to think
1780,live in love not in fea
1781,murakami vibes
1782,i dont subscribe the term and concept of god fearing thats a dated mentality that was used to control people w…
1783,only free thinkers
1784,i love the way candace owens thinks
1785,the world is our offic
1786,yeezy is based in calabasas but will also be setting up offices in new york london and wyomin
1787,style is genderless
1788,strive for universal consciousness not segregated consciousness
1789,everything is so planned these days people appreciate spontaneity and honesty
1790,iterations of ideas are how culture evolves
1791,sharing is community holding information is capitalism
1792,images are limitless and words arent words are defined
1793,i don’t believe in horizontal hierarchy if you build a ladder too high it’s actually most dangerous for the people at the top
1794,all you have to be is yourself
1795,wtf☠️
1796,track pant boots 🤷‍♂️☠️☠️☠️☠️☠️☠️☠️☠️☠️
1797,grocery story drip   erewhon drip laundry day drip airport drip 🙈😭🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥😱
1798,rough draft
1799,columbia references 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🙈🤷‍♂️🔥🔥🔥🔥🔥🔥🔥🔥🔥☠️
1800,i need a water proof silk nylon as soon as possib
1801,people are celebrating real ideas and vibe not just hyp
1802,we need to aman giri the world
1803,🙈🙈🙈🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥☠️☠️☠️
1804,yeezy  early prototype
1805,the beauty is in the imperfections
1806,🏀🙈🙈🙈🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
1807,yeezy slides
1808,🙈🙈🙈🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
1809,transparent
1810,pull up in this bitch like
1811,pusha t may
1812,teyana taylor june
1813,its called kids see ghost thats the name of our group
1814,me and cudi album june
1815,june
1816,my album is  songs
1817,its not where you take things from its where you take them
1818,were all servants
1819,today will be the greatest day so far life keeps getting better and b
1820,if you wanna see the true character of person watch the way they treat someone who cant do anything for them
1821,truth is my goal controversy is my gym ill do a hundred reps of controversy for a  pack of truth
1822,dont trade your authenticity for approva
1823,lets be less concerned with ownership of ideas it is important that ideas see the light of day even if you dont…
1824,i find myself getting stuck in the idea of originality and letting my ego push me to say things like this person s…
1825,cars have four wheels hoodies have hoods its amusing to me when some one says this is an original hoodie bro its a hoodie 🤷‍♂️
1826,too much emphasis is put on originality feel free to take ideas and update them at your will all great artist take and upda
1827,theres love stories pain happiness its  dementional theres taste touch sound its the most entertaining fo…
1828,be here now be in the moment the now is the greatest moment of our lives and it just keeps getting better the ba…
1829,theres love stories pain happiness its  dementional theres taste touch sound its the most entertaining for of entertainment just being we believe time is a man made construct actually time and money are both man made currency because you can spend them both
1830,me and my friend anthony schiller always ask questions about time is time linear i recently did an interview wher…
1831,i will work on this book when i feel it when we sit still in the mornings we get hit with so many ideas and so m…
1832,oh by the way this is my book that im writing in real time no publisher or publicist will tell me what to put whe…
1833,everyone will say he needs to learn how to act at home parental acting classes are one of the first steps to us lo…
1834,in life we are all trained actors when were born were ourselves and then one of the first things were thought…
1835,just stop lying about shit just stop lyin
1836,you will be a drop of water with the ocean as your army if you move out of fear than your on your own then its j…
1837,i dont believe in the concept of an enemy we have been conditioned to always be in competition stop looking for…
1838,dont follow crowds follow the innate feelings inside of you do what you feel not what you think thoughts have b…
1839,you will be a drop of water with the ocean as your army if you move out of fear than your on your own then its just you and the money and the countless people you have to lie to and manipulate to build a man made path that will never lead to true happiness
1840,i dont believe in the concept of an enemy we have been conditioned to always be in competition stop looking for something to beat and just be you dont have to do all the work once you start moving in love the universe will assist you
1841,you have the best ideas other peoples opinions are usually more distractive than informative follow your own vi…
1842,when you first wake up dont hop right on the phone or the internet or even speak to anyone for even up to an hour…
1843,trend is always la
1844,been reworking the production shape on these ratboots 🐀🐀🐀for  months im super happy with them im excited ab…
1845,be transparent as possible stop setting plays stop playing chess with life make decisions based on love not fea
1846,fear often causes people to be manipulativ
1847,everything you do in life stems from either fear or lov
1848,sometimes you have to get rid of everythin
1849,distraction is the enemy of vision
1850,try to avoid any contractual situation where you are held back from your ideas
1851,you have to protect your ability to create at all cos
1852,as a creative your ideas are your strongest form of currency
1853,still working to get these right
1854,also this…
1855,i asked my friend to design this neck tat for me
1856,early  photoshop i showed louise wilson these the last night i saw her
1857,often people working with the existing consciousness are jealous of those who are more in touch and they become har…
1858,some people have to work within the existing consciousness while some people can shift the consciousness
1859,my favorite moment of walking into msg to play saint pablo i used to go to the hospital and play lamar the album w…
1860,caption this
1861,my boy ninja crazy 🤣😭🤦‍♂️
1862,my favorite saint pablo tee
1863,jack welcome back kanyewest
1864,culture
1865,happy holidays
1866,happy holidays
1867,happy holidays
1868,franca sozzani was always so nice and sincere you will be deeply missed
1869,super inspiring
1870,i feel it is important to have a direct line of communication with our future president if we truly want chan
1871,these issues included bullying supporting teachers modernizing curriculums and violence in chica
1872,i wanted to meet with trump today to discuss multicultural issues
1873,happy birthday babe
1874,i got rid of my phone so i can have air to crea
1875,fade
1876,with love and respect kanye wes
1877,thank you for embarking on this creative journey
1878,each and every one’s time insight and feelings are invaluable to us we want to make people feel grea
1879,it’s our lifes mission to create the most transformative experiences
1880,season
1881,vibes
1882,mood
1883,im so proud of my brother
1884,mcdonalds is my favorite brand
1885,unity love
1886,fade  watch now exclusively on tidal
1887,saint pablo starting in  hrs
1888,power to the people power to the artist empower the artist and create a more inspired world
1889,ask yourself why did you love music in the first place and what can you do to add to the story
1890,me and drake both listen to frank radio has to support amazing artists
1891,every station across the globe i heart clear channel local stations satellite every station this will make the world b
1892,if anyone at radio really loves music  come together and pick your favorite frank ocean song and play it at least  times a day
1893,class of
1894,glow
1895,frank album on repeat👌
1896,melbourne
1897,sydney
1898,cape town
1899,singapore
1900,amsterdam
1901,berlin
1902,london
1903,toronto
1904,boston
1905,san francisco
1906,philadelphia
1907,portland
1908,dallas
1909,miami
1910,detroit
1911,new york
1912,houston
1913,los angeles
1914,las vegas
1915,atlanta
1916,chicago
1917,pablo stores worldwide this weekend locations here
1918,so proud
1919,herzog on famous
1920,new mens military boot
1921,first music video that is also an ad campaign directed by steven klein for balmain
1922,i forgot to add daniel ek
1923,apple give jay his check for tidal now and stop trying to act like you stev
1924,fuck all this dick swinging contest we all gon be dead in  years let the kids have the music
1925,i need tim cook jay z dez jimmy larry me and drake scooter on the phone or in a room this week
1926,this tidal apple beef is fucking up the music gam
1927,ask somebody
1928,everybody looking
1929,im so happy for tmillsfashion with the launch of his new site
1930,my favorite song this year
1931,nori asked if the airplane could take her to heaven to see you for your birthday i love you mom
1932,i am very proud of my wife for her forbes cover story
1933,alton sterling
1934,first burger of the day goes to ye
1935,jay hype
1936,roswell road nw and e andrews drive nw
1937,piedmont road ne and lindbergh way ne   moreland avenue ne and euclid avenue ne
1938,rescheduling atlanta famous viewings for tonight starting at peachtree street and  street ne
1939,broadway and  avenue south   main street and n  street
1940,famous viewings in nashville tonight starting at broadway and  avenue south
1941,north haskell avenue and gaston avenue
1942,hyatt regency hotel drive and reunion blvd east   keating drive and cotton bowl circle
1943,famous viewings in dallas tonight starting at n houston street and elm street
1944,independence avenue se between  street se and  street se
1945,macomb street nw and wisconsin avenue   florida avenue nw and w street nw    street nw and g street nw
1946,famous viewings in washington dc tonight starting at u street nw between  street nw and vermont avenue nw
1947,covent garden plaza and russell street   newport place and gerrard place
1948,famous viewings in london tonight starting at bethnal green road and braithwaite street
1949,that part
1950,e  street and brazos street   colorado street and w martin luther king jr blvd
1951,famous viewings in austin tonight starting at brazos street and e  street   river red street and e  street
1952,eutaw street and w camden street   w lombard street and s howard street   water street and s calvert
1953,famous viewings in baltimore tonight starting at n charles street and w centre street   art museum drive
1954,roof of the parrish art museum in water mill
1955,newtown lane and osborne lane   montauk highway in water mill between halsey lane and proprietors road
1956,famous viewings in the hamptons tonight starting at fort pond road and the long island railroad
1957,roswell road and powers ferry road
1958,piedmont road ne and lindbergh drive ne   mclendon avenue ne and moreland avenue ne
1959,famous viewings in atlanta tonight starting at westview drive sw and lee street sw   peachtree street and  street ne
1960,monroe avenue and st antoine street   woodward avenue and watson street   alfred street and riopelle street
1961,famous viewings in detroit tonight starting at e jefferson and beaubien   maple lane and burbank lane
1962,schlesische str and oberbaumbrucke   heckmannufer and schlesische str   berghain and am wriezener bahnhof
1963,famous viewings in berlin tonight starting at rosenthaler str and tor str   muehlen str and oberbaumbrucke
1964,famous viewings in oakland tonight starting   broadway and w grand avenue  street and kaiser plaza
1965,florida and division street  street and howard stree
1966,famous viewings in san francisco tonight starting   hagiwara tea garden drive and john f kennedy drive
1967,ballard avenue nw and nw ione place phinney avenue n and n  stree
1968,famous viewings in seattle starting    avenue south and s main street e pike street and  avenue
1969,bagby and franklin south main street and preston richmond avenue and unity
1970,famous viewings in houston starting   texas avenue and jackson street south main street and fondren
1971,frankford and east allen stree
1972,famous viewings in philadelphia starting   south street and  street frankford and east girard avenue
1973,nw  avenue and nw  street collins and  street ne  street and n miami avenue
1974,famous viewings in miami tonight starting   nw  street and nw  avenue
1975,massachusetts avenue and albany street meehan and williams street tremont and west stree
1976,famous viewings in boston tonight starting   ipswich and van ness street huntington and longwood avenue
1977,east grand avenue and north streeter drive north clark street and west addison street north milwaukee avenue and west division stree
1978,famous viewings in chicago tonight starting   south michigan avenue and east monroe street north michigan and east lake stree
1979,place de la fontaine stravinsky quai de valmy rue d’ulm  place du pantheon
1980,famous viewing in paris tonight  place du trocadero et du  novembre
1981,this was playing when i got in the car🙏🙏🙏
1982,beautiful morning adidas
1983,s   wythe ingraham  bogar
1984,famous viewings in nyc tonight little w    avenue watts  thompson east houston  lafayette avenue c   stree
1985,famous tv premiere tonight on e   and
1986,new desiigner mixtape
1987,famous viewing  figueroa and  in downtown la
1988,vogue party long sleeve t shirt
1989,famous
1990,sooooo good therealkidult
1991,second famous screening just added
1992,tonight at the forum the doors open at  and the visual plays at  sharp
1993,thank god for the support of my wife and real friends
1994,i feel so blessed thank god for every up and every down making final tweaks to the edit feeling very inspired
1995,pablo temporary store june   at  rue de richelieu in paris
1996,famous
1997,wifey made the best fathers day meal ever so thankful so happy so blessed thank you for making my family
1998,champions
1999,tour
2000,boost grey with gum sole sold out in  minute
2001,boost grey with gum sole
2002,i love this video very creative
2003,zine and shoes from season
2004,show at  sold ou
2005,tune into big boys  im about to play the first single from cruel win
2006,original donda  cali dewitt crewneck sweatshirt
2007,no more parties in la
2008,pablo temporary store may   at  n fairfax in la
2009,i love you ellen
2010,chance too good god level bars
2011,panda panda panda
2012,my brother chance thank you for letting me work on this masterpiece one of my favorite people
2013,schoolboyq get top dawg on the phone
2014,thank you for watching over our family nori and kim say happy mothers day and saint smiled
2015,found this in moms storage i love and miss you
2016,so happy to do a video with my brothers rap can be fun we had a great time respect
2017,we just had fun with the “future” theme    it was a fun night all together
2018,also to kim’s hair and makeup lorraine jewelry and the whole style squad at balmain and the yeezy team
2019,and thank you for turning my personal jean jacket into a couture piec
2020,thank you olivier for making  dresses for kim to choose from which we chopped  in half
2021,thank you anna for the invite thank you to the whole vogue team
2022,i’m really excited to get our first best dressed at the met … this gala is like the grammys of style
2023,im so proud of lifeofdesiigner  song in the country panda good music
2024,i feel like kobe
2025,wes
2026,at the gods last game
2027,i love this new aap ferg album
2028,i also wanted to point out that it’s the first album to go number  off of streaming
2029,i’m so happy that you guys like the music… i’m working on the tour designs now…
2030,thank you to everybody who made the life of pablo the number  album in the world
2031,tribe changed music forev
2032,his mother’s poem at the celebration brought me to tears
2033,all respect prayers and love to phife’s family thank you for so much inspiration
2034,hey guys do you like the fixed version of wolves better
2035,royère doesnt make a polar bear bed but the polar bear couch is my favorite piece of furniture we own
2036,and also my number one design rule of anything i do from shoes to music to homes is that kim has to like
2037,plus when you sit on the platform your calf is sort of half on half off
2038,i love rick owens’ bed design but the back is too high for the beams and angle of the ceilin
2039,ive been trying to figure out the bed design for the master bedroom at our hidden hills compound
2040,the life of pablo is now available for purchase
2041,and i love you like kanye loves kany
2042,we still love kany
2043,that’s all it was kany
2044,man thatd be so kany
2045,called i miss the old kany
2046,what if kanye made a song about kany
2047,i even had the pink polo i thought i was kany
2048,i used to love kany
2049,i used to love kany
2050,and now i look and look around and there’s so many kanyes
2051,it wasn’t any kanyes
2052,see i invented kany
2053,i gotta say at that time i’d like to meet kany
2054,chop up the beats kany
2055,i miss the sweet kany
2056,spaz in the news kany
2057,the always rude kany
2058,the bad mood kany
2059,i hate the new kany
2060,set on his goals kany
2061,chop up the soul kany
2062,straight from the go kany
2063,i miss the old kany
2064,daytime
2065,you have to know who you are before you can become
2066,feels good to be home
2067,pablo did  million this is not regular
2068,ultralight prayer happy easter
2069,young thug is super inspiring to me amazing artist
2070,i used an exclamation just to be an asshole and also to make a point lol
2071,and i used a period because contrary to popular belief i strongly dislike exclamation points
2072,on another note i strongly dislike suit jackets i used the word dislike because i hate the word ha
2073,i love you
2074,i have so much love in my heart and we just need the shot to create live breath
2075,i love you guys
2076,everyone has made mistakes i just make them in public
2077,dont hide from the truth because it is the only ligh
2078,dont be mad at the truth when you dont like me you are merely shooting the messen
2079,dont be scared of the truth because we need to restart the human foundation in truth
2080,they think were stupid they do not know how to communica
2081,when companies doubt me they doubt us
2082,that dreams will actualize dreams will manifes
2083,i have a dream
2084,eventually the guys with real ideas not running a scam on the world will overcom
2085,they cant kill us a
2086,i speak yell scream directly at the old guard on behalf of the futu
2087,the pablo pop up was almost a pop up of influenc
2088,we are here to make life b
